medicine_name,price,quantity,availability
Trufexo 180mg Tablet,297,134,available
Indcef 50mg Dry Syrup,377,206,available
Acriwel R 200mg/20mg Capsule,356,100,available
Doriblast 500mg Injection,301,241,available
Yocoflex GM 50mg/500mg/50mg Tablet,471,108,available
Cepox 200mg Tablet,175,152,available
Evomid Tablet,99,271,available
Kencef 200mg Tablet,234,94,available
Mistlube Eye Drop,331,166,available
Zoryl-M 2 Tablet PR,460,300,available
Dyrich NP Tablet,314,131,available
Grenmox CL 1000mg/200mg Injection,296,274,available
Lizemox 600mg Tablet,209,79,available
Lizohil 600mg Tablet,265,50,available
Astexit Tablet,150,62,available
Leuget 50mg Injection,389,182,available
Lecit AM 5mg/60mg Tablet,48,288,available
TG TOR PLUS CAPSULE,452,75,available
Tromol-D Tablet,185,14,limited
Rappi L 75mg/20mg Capsule SR,380,230,available
SPD 50mg Tablet,231,191,available
Rosutec 20 Tablet,464,60,available
Cefprov-CL Dry Syrup,168,165,available
Olofast Nasal Spray,73,269,available
Flutra 0.5mg/10mg Tablet,308,270,available
Morglin-M Tablet ER,283,151,available
Flexigesic 75mg Injection,133,34,available
Etodonol 400mg Tablet,415,203,available
Megaprox 100mg Tablet,243,28,limited
Dimpar 20mg/500mg Tablet,284,299,available
Gebinate 60mg Injection,355,111,available
Olbet 20 Tablet,11,104,available
Domi UP 4mg Tablet,425,59,available
Glimsal M 2mg/500mg Tablet,45,195,available
Kymovil Plus 50mg/100000AU Tablet,169,105,available
Hemistol 500mg/250mg Tablet,60,295,available
Samspas 40mg Tablet,464,146,available
Eryxolub-DS Lubricant Eye Drop,382,176,available
Raminita 5mg Tablet,457,157,available
Rubiset 4mg Tablet,354,79,available
Rawllin M 300mg/75mcg Tablet,113,267,available
Emeelos H 50mg/12.5mg Tablet,136,181,available
Rabized-LSR Capsule,313,50,available
Theracef 250mg Injection,210,225,available
Roxipower Suspension,191,2,limited
Abfex-M Tablet SR,51,8,limited
Accunac-TH Tablet,127,57,available
Amlord-AT Tablet,215,264,available
Cartel H 40mg/12.5mg Tablet,209,227,available
Rebok 20mg Tablet,335,197,available
Cyclomark 20mg/325mg Tablet,44,219,available
Nidtrex 10 Tablet,13,16,limited
Asomex-M Tablet PR,483,238,available
Lufinity Cream,313,175,available
Volvib-SP Tablet,472,100,available
Trihep Syrup,280,100,available
Aptum 500 mg/500 mg Injection,123,243,available
Axiotem 20 Capsule,295,259,available
Dexer 2mg Tablet,235,45,available
Nxclav LB 500mg/125mg Tablet,52,135,available
Rabnex LS 75mg/20mg Capsule,349,182,available
Duoben Gel,241,127,available
Ondetro 2mg Injection,403,284,available
Amlee P Tablet,103,201,available
L-Sys Topical Solution,494,84,available
Deflograf 6 Tablet,20,244,available
Brisflox 100mg Oral Suspension,462,21,limited
Clavbel 1000mg/200mg Injection,72,88,available
Amoxylat 625 Tablet,324,107,available
Dom-DT 5 Rapitab,90,48,available
Bidrox 250mg Tablet DT,136,11,limited
Netromax 25mg Injection,117,167,available
VG Can B Cream,486,256,available
Novonac-P 100mg/500mg Tablet,79,169,available
Amoxiris CV 625 Tablet,371,198,available
Cilzen 5mg Tablet,170,127,available
Tretinoid Soft Gelatin Capsule,403,263,available
Dalxon 250mg Injection,480,243,available
No-Aller 10mg Tablet,178,291,available
Glimytime MV 1mg/500mg/0.2mg Tablet,231,146,available
Medi 5 Cream,37,5,limited
R Xone S 250mg/125mg Injection,438,100,available
Abex L 75mg/20mg Capsule SR,310,156,available
Ofter 200mg Tablet,380,222,available
Tantica H 40mg/12.5mg Tablet,301,174,available
Velcort 6 Tablet,334,115,available
Zintra M Injection,294,116,available
NP Safe O Syrup,380,59,available
Ciplox 100mg Tablet,487,194,available
Caregesic-MR Tablet,139,220,available
Pyrogesic Solution for Infusion,296,260,available
Doxzim 500mg Tablet,315,290,available
Etowell P 60mg/325mg Tablet,274,294,available
Rabito D 10mg/20mg Tablet,43,47,available
Clofin GT Ointment,130,12,limited
Timezit O 200mg/200mg Tablet,33,178,available
Snapvel 50 Tablet ER,445,189,available
Efuxim 250mg Tablet,55,266,available
Nimsangp 100mg Tablet,84,26,limited
Flemoxin CV Plus Tablet,149,239,available
Gudpen Forte LB Tablet,121,82,available
Olsertain-AM 40 Tablet,89,135,available
Beladin 5% Ointment,131,75,available
Nidolive 5gm Injection,274,225,available
Freq CV Tablet,233,186,available
Amicobal 10mg/1500mcg Tablet,292,286,available
LCFEX-Mont Tablet,25,77,available
Clavitrax 1000mg/200mg Injection,356,78,available
AV Fresh 0.5% Eye Drop,355,72,available
Retrafix 100mg Tablet DT,147,165,available
Sino Plus Tablet,321,177,available
Brustan 400 mg/325 mg Tablet,462,276,available
Pyropac AC 100mg/500mg Tablet,287,268,available
Clavoxa 625 LB Tablet,46,292,available
Tramopin Tablet,309,145,available
And 25mg Injection,368,209,available
Datajoy 6 Tablet,478,232,available
Esopower 40mg Tablet,199,245,available
Avzol I 20mg/150mg Capsule SR,223,72,available
Capirab D 10mg/20mg Tablet,51,28,limited
Cedro CF 100mg Tablet,412,188,available
Hycip TZ 200 mg/600 mg Tablet,303,201,available
Depicor 10mg Tablet,343,289,available
Scanti Lotion,248,200,available
Inflanac-P Tablet,487,25,limited
Cyclophil ME 25 Capsule,484,102,available
Telmavac AM 40/5 Tablet,263,77,available
Tadil 180mg Tablet,156,298,available
Bronchovin LS Syrup,323,164,available
Riffoxy 550mg Tablet,419,279,available
Flanx 10 mg/1 mg Tablet,281,143,available
Klazin 125mg Tablet DT,457,188,available
Rabepea Dex 30mg/10mg Capsule,188,52,available
Meract 250mg Injection,77,55,available
Oxashil OZ 200mg/500mg Tablet,500,3,limited
Glimcol M 2mg/500mg Tablet SR,215,126,available
Sotlec 200mg Tablet,79,29,limited
Methocel 2.5mg Tablet,173,221,available
Revcef OZ 200mg/500mg Tablet,345,31,available
Goxim O Dry Syrup,376,285,available
Zotacef S 250 mg/125 mg Injection,158,158,available
Nubelium 10mg Tablet,211,251,available
Allegkure 10mg/120mg Tablet,313,92,available
Genoxime LB 200mg Tablet DT,425,219,available
Fucithalmic Viscous Eye Drop,350,77,available
Aerothet 150mg Injection,228,51,available
Ethixime OZ 200mg/500mg Tablet,222,183,available
Liolac Oral Solution,353,154,available
Pecophylin 5mg/400mg Tablet,328,246,available
Zithroheel 500mg Tablet,415,144,available
Lewis 500mg Tablet,51,142,available
Aclozen 100mg/500mg Tablet,23,108,available
Febuseil 80 Tablet,55,23,limited
Mecoriv-P Capsule,335,277,available
Olmesure H 20 Tablet,394,187,available
Pantofeb D Tablet,70,210,available
Continuri D 0.4mg/0.5mg Tablet,328,289,available
Ezego Oral Solution Orange,198,29,limited
Redustat EZ 10mg/10mg Tablet,244,47,available
Ofonid 200mg/500mg Tablet,424,130,available
Moxiyst-LP Eye Drop,309,286,available
Acevilda M 500mg/50mg Tablet,401,239,available
Infimox-CV 625 Tablet,167,164,available
Zumin 100mg Tablet,247,290,available
Besole 0.5mg Tablet,132,191,available
Kallistro 1Million IU Powder for Injection,200,273,available
Clinmiface A Gel,66,256,available
Ethypan D 10mg/40mg Tablet,441,102,available
Pangate 40 Tablet,347,37,available
Itrahit 200mg Tablet,413,43,available
Glionyx 2 Tablet,317,260,available
Rozbite Gold 10 Capsule,323,162,available
Avodase Forte 10mg Tablet,12,222,available
Velol 12.5mg Tablet XL,342,129,available
Birtrex XR 25 Tablet,379,75,available
Kaycef S 1000mg/500mg Injection,367,163,available
Sandol P 37.5mg/325mg Tablet,391,95,available
MUCOMELT 400 MG INJECTION,214,78,available
Woncip 250mg Tablet,446,71,available
Retide 100mcg Injection,279,185,available
Lxfen-TH Tablet,387,107,available
Clarford 250mg Tablet,59,120,available
Ylorab 20mg Tablet,468,153,available
Flexifen MR 100mg/500mg/250mg Tablet,128,242,available
Podoxil-C 375 Tablet,400,136,available
Divavol 500mg Tablet,303,163,available
Azivo 50mg Tablet DT,470,148,available
Parrox 37.5mg Tablet CR,178,50,available
Moreprol 25mg Tablet XL,229,129,available
Levorit 500mg Tablet,197,6,limited
Glimemag M 2mg/500mg Tablet SR,236,96,available
Felok 650mg Tablet,364,235,available
Welfinac-P Tablet,192,146,available
Rugbi LD 75mg/20mg Capsule,388,195,available
Onjoy Syrup,319,152,available
Lanspro D 30mg/30mg Capsule,404,259,available
Vyfat 60mg Capsule,459,250,available
Isolone 40mg Tablet,349,219,available
Uzepan 40mg Tablet,54,79,available
Azibact CF 200 mg/250 mg Tablet,200,144,available
Vigly-M Tablet,436,135,available
Axetam Syrup,351,101,available
Doxosal-M Tablet SR,158,244,available
Zeritin 10mg Tablet,169,77,available
Allergo 120mg Tablet,406,10,limited
Docemax 80mg Injection,172,17,limited
Sumol Kid Oral Suspension,178,126,available
Flexibert 120mg Tablet,381,156,available
Omna XP 500 mg/62.5 mg Injection,54,182,available
Zolapin 2.5mg Tablet MD,148,257,available
Scorab-LS Capsule SR,356,194,available
Altaxel 260mg Injection,456,75,available
Sanomet GP 2mg/500mg/15mg Tablet,278,268,available
Niminol-P Tablet,24,83,available
Predsol 4mg Tablet,140,3,limited
Miocef 50mg Dry Syrup,194,279,available
Arowin-CV Tablet,22,142,available
Epidor Mps Syrup,195,30,available
Cyprowin Drop,137,38,available
Glucoryl-MP1 Tablet SR,193,231,available
Zacy SP 100 mg/500 mg/15 mg Tablet,338,73,available
Alex P Paed Drop,132,108,available
Sizomax 1mg Tablet,476,235,available
Adjoint gm Tablet,160,265,available
Clog 250mg Tablet,354,155,available
Sezopam 2mg Tablet,479,130,available
Cyprolac Syrup,424,43,available
Bronex A Syrup,327,234,available
Ransulide Plus Syrup,392,157,available
Defowish 6mg Tablet,176,241,available
Win 40mg Tablet,214,208,available
Plasmaglob 5gm Injection,414,139,available
Milivo 250mg Tablet,161,135,available
Pantago 40 Tablet,380,21,limited
Zictuss Syrup Mint Sugar Free,500,216,available
Glycebose 0.3mg Tablet,474,157,available
Semap 20mg Tablet,225,55,available
Olmesure 20 Tablet,394,64,available
Glimiprime-M2 Forte Tablet PR,14,42,available
Aitneflox OZ Oral Suspension,268,169,available
Ocobar 0.5% Eye Drop,176,191,available
Parmath Lotion,300,73,available
Molter 650mg Tablet,158,106,available
Nandu 50mg Injection,351,226,available
Oshase D 50mg/10mg Tablet,89,79,available
Ometric D 10mg/20mg Capsule,445,220,available
Motocef 500mg Tablet,332,39,available
Febuglob 40mg Tablet,292,237,available
Digipan D 30mg/40mg Capsule SR,258,70,available
Zpename 1000mg Injection,177,266,available
Seftrio 1000mg Injection,300,170,available
Orther G 750mg/50mg/250mg Tablet,267,223,available
Rifapea 200mg Tablet,130,110,available
Cyclobid S Oral Suspension,144,288,available
Bromed 100mg Capsule,275,264,available
Nitopan 40mg Tablet,382,246,available
Auxitop-DSR Capsule,467,162,available
Ronygest 200mg Capsule,436,159,available
Cefuam 500mg Tablet,494,238,available
Aarticef 250mg Injection,302,117,available
Eltroxin 100mcg Tablet,355,206,available
Sbcef S 500mg/250mg Injection,366,182,available
Starpress-AM XL 50 Tablet,208,28,limited
Simplovir 1.5mg Gel,56,175,available
Rabley L Capsule,217,28,limited
Doxlin-LB Capsule,210,185,available
Smdol P 37.5mg/325mg Tablet,206,132,available
Telbid 40mg Tablet,82,16,limited
Spfx 200mg Tablet,267,182,available
Cyclospasmol Capsule,335,224,available
Sparnim MR 100mg/500mg Tablet,20,151,available
Colicetam 500mg/800mg Tablet,165,15,limited
Vesci 10mg Tablet MD,33,176,available
Amstat 20mg Tablet,325,211,available
Fungizee 200 Capsule,313,51,available
Baz TZ 1000mg/125mg Injection,411,6,limited
Rabesap 20mg Tablet,24,7,limited
Duxet 40mg Capsule,53,13,limited
Edemol Plus Tablet,359,28,limited
Topnil 25mg Tablet,218,286,available
Celox 500mg Capsule,448,256,available
Siluri 4mg Capsule,144,229,available
Bz 250 Tablet,263,69,available
Angilos H 50mg/12.5mg Tablet,393,66,available
Citisoline 500mg Tablet,12,280,available
Rebez IV Injection,468,133,available
Eraxim 200mg Tablet DT,262,221,available
Ofloter Plus Suspension,427,100,available
Lewdef 6 Tablet,350,25,limited
Lethyrox 75 Tablet,236,84,available
Spasin DS Syrup,174,199,available
Etorox 90mg Tablet,343,262,available
Glucovin-DM Tablet,427,259,available
Flosri OZ 200mg/500mg Tablet,389,263,available
Recocin 250mg Injection,490,174,available
Renupa 750mcg/75mg Capsule,314,250,available
Teneben M 500mg/20mg Tablet,408,78,available
Beetal 3mg Tablet,43,252,available
Bio Clav Syrup,39,273,available
Lansocare Kid 15mg Tablet DT,297,167,available
Sefnix-CV Dry Syrup,237,153,available
Zetitor 20mg Tablet,272,153,available
Vertor 24mg Tablet,113,102,available
Neurobion RF Forte Injection,365,160,available
Viktoclav DS Syrup,251,275,available
Amikab 250mg Injection,221,25,limited
Hiscob-P Capsule,230,219,available
Binex-CV 250 Tablet,126,188,available
Ondavec 4mg Tablet MD,498,68,available
Tadaza 10mg/30mg Tablet,408,133,available
Ulcireb 20mg Tablet,372,243,available
Adzospas 40 Injection,136,27,limited
Curetrax-SS Injection,498,82,available
Ex Derm Cream,76,120,available
Lonazep 0.5mg Tablet,352,40,available
Stkast L Syrup,382,170,available
Nitrosen 2.6mg Tablet,219,176,available
Hykil Syrup,493,2,limited
Pentalink L 10 mg/40 mg Tablet,379,103,available
Eloira Hormonal Intrauterine system,183,286,available
Rosevast  5mg Tablet,337,176,available
Coxvolt 90 Tablet,190,161,available
Acmox DS 250mg Tablet,396,153,available
Volvefix 200 DT Tablet,40,242,available
Leksobrain 0.25mg/5mg Tablet,126,29,limited
Medicef LB 200mg Tablet,12,127,available
Amikwik 500mg Injection,493,35,available
Coqmax Beta 30mg Capsule,117,92,available
Vhestanil 5mg Tablet,405,9,limited
FABUZEST 40MG TABLET,142,291,available
Omiwell-D 10mg/20mg Capsule,298,50,available
Apache-SR Tablet,27,25,limited
Steifen SP 100mg/325mg/15mg Tablet,437,283,available
Cefotroy-SB Forte 1.5gm Injection,227,269,available
Preega 75 Capsule,212,282,available
Lotril B Cream,29,244,available
Riclofen 25mg Tablet,165,207,available
Anaclo MR 100mg/325mg/250mg Tablet,219,184,available
Nexpro HP Combipack,384,262,available
Lactiol Syrup,56,79,available
Cerona 2mg Tablet,354,202,available
Eyedor 2% Eye Drop,177,73,available
Slofenac MR 250mg/50mg/325mg Tablet,240,125,available
Ultiblast 1gm Injection,106,171,available
Fpstatin Gold 20 Capsule,176,204,available
Mac D3 Injection,282,14,limited
E Stat 250mg Tablet,466,213,available
Mexef 250mg Tablet DT,422,79,available
Defavi 6mg Tablet,235,260,available
Taspiance 180mcg Injection,177,115,available
M Tag Syrup,34,289,available
Sporzole 200 Capsule,215,128,available
Xime CV 200mg/125mg Tablet,115,73,available
Gliflodap 10mg Tablet,208,5,limited
Sildaprep Tablet,178,160,available
Shanpoietin 2000IU Injection,461,35,available
Rifahem 550mg Tablet,176,261,available
Azisco 200mg Oral Suspension,230,260,available
Hyformin 1000mg Tablet SR,253,158,available
Ozpod 100mg Dry Syrup,154,236,available
Viltipan 40mg Tablet,257,96,available
Ascophylline 100mg Capsule,249,199,available
Neuro GM 300mg/500mcg Capsule,191,229,available
Lonclav 625 Tablet,350,155,available
Ramord 500mg Tablet,363,282,available
Atocor E Tablet,379,59,available
Prepit Capsule,172,144,available
Ceftab 250mg Tablet,340,58,available
Tryp C Tablet,194,256,available
Etzol 100mg Capsule,195,30,available
Flovix 200 Tablet,155,234,available
Naxim 200mg Tablet,300,6,limited
Syntomet 5IU Injection,131,232,available
Ivabid 5 Tablet,300,268,available
Axclopain-S Tablet,34,116,available
Heal Amcav 500mg/125mg Tablet,413,62,available
Silectone 50 Tablet,161,220,available
Centra P 325 mg/37.5 mg Tablet,105,175,available
Terbofin-OC Cream,69,57,available
Serito DP Tablet,431,274,available
Deemol Tablet,121,271,available
BMD Max 2.5mg Capsule,302,89,available
Rabelyl-DSR Capsule,221,131,available
Cipid 10mg Tablet,101,162,available
Cortrev 6mg Oral Suspension,225,10,limited
TRANZAT 50 MG INJECTION,325,163,available
Zonbact O 200mg Tablet,46,112,available
Disacure 500mg Tablet ER,77,287,available
Roxycian 150mg Tablet,348,232,available
Doiss 500mg/125mg Tablet,136,114,available
Moxlic D 250mg/250mg Capsule,347,154,available
Meprex D 30mg/40mg Capsule SR,33,30,available
Gabaget M 300mg/500mcg Tablet,284,2,limited
Ntire Capsule SR,306,142,available
Allitra 200 Capsule,175,295,available
Mecdox 200mg Tablet,329,265,available
Molfox DF Eye Drop,371,90,available
Ridacid 40mg Tablet,435,10,limited
Nardox 100mg Tablet DT,438,235,available
Curecin 250mg Injection,393,51,available
Levotis Syrup,412,28,limited
Gasmax-DSR Capsule,27,147,available
Softel Tablet,72,148,available
Mighty Mox Eye Drop,279,4,limited
Atolva 10mg Tablet,366,266,available
Norad 2mg Injection,89,122,available
Tide Plus 20 Tablet,42,80,available
Momorg 0.1% Cream,66,148,available
Intaxel 260mg Injection,272,207,available
Dice SP 50mg/15mg Tablet,489,214,available
Xanthro 500mg Tablet,453,257,available
Worcef O 200mg/200mg Tablet,415,126,available
Esomefol-DSR Capsule,387,10,limited
Rxtor 5 Tablet,90,128,available
Excretor 10mg Tablet,236,278,available
Recard 40mg Tablet,401,0,out_of_stock
Samezole 20mg Capsule,265,213,available
Megasul 500 mg/500 mg Injection,152,166,available
Anosum Cream,139,130,available
Monocef-O CV 100mg/62.5mg Tablet,374,144,available
Limer 1M Tablet PR,496,104,available
Neosol Forte 25mg Tablet,444,241,available
Asvpred 16 Tablet,270,157,available
Asteride 6 Tablet,469,216,available
Metofid 25mg Tablet,309,17,limited
Leveford 500mg Tablet XR,371,290,available
Uronex-D Capsule PR,191,29,limited
Razimed D 10mg/20mg Tablet,442,97,available
Acloflex SP 100mg/325mg/15mg Tablet,403,259,available
Dolowin-Plus Tablet,442,204,available
Unitrax S 1000 mg/500 mg Injection,64,160,available
Unigaba 300mg/500mcg Tablet,463,281,available
Diclospa 20 mg/50 mg Tablet,179,227,available
Ebersol 1% Cream,136,8,limited
Mosagen 5mg Tablet,485,24,limited
Meflup 250mg Tablet,334,79,available
Cuox 250mg Capsule,250,188,available
Drivxoib 90mg Tablet,406,173,available
Clindis 300mg Capsule,54,34,available
Alzocum 1.5mg Tablet,297,140,available
Flunatod 10mg Tablet,429,250,available
Preganza 75mg Capsule,496,262,available
Ceftoheal 500 Injection,374,11,limited
Panmay DSR 30mg/40mg Tablet,218,75,available
Maczi 500mg Tablet,246,20,limited
Fexograp 180mg Tablet,235,184,available
Otski Injection,41,190,available
Elcodin Syrup,181,285,available
Virolans 100 mg/30 mg/200 mg Tablet DT,498,112,available
Retoflur Eye Drop,270,10,limited
Amoraj CV 500mg/125mg Tablet,332,276,available
Pancef-O Dry Syrup Pineapple,138,217,available
Orgalutran 0.25mg Injection,466,19,limited
Amikalon 500 Injection,39,105,available
Ofloxton 200mg Tablet,244,35,available
Sandimmun Neoral 50mg Soft Gelatin Capsule,476,227,available
CS 200mg Tablet,310,149,available
Pactum Injection,220,198,available
Zutex-S 250mg/125mg Injection,68,154,available
Rekmox 250mg Tablet,210,17,limited
Drofic Tablet,250,154,available
TALENDOL 1.5MG TABLET,281,0,out_of_stock
Thyrosim 5mg Tablet,103,169,available
Tenemate M 500mg/20mg Tablet,196,213,available
Syprzal 40mg Injection,99,58,available
Nicholas Ring-O-Rap Cream,95,66,available
Tryptinol 25 Tablet,355,51,available
Somaphylline Capsule,379,9,limited
Zimigut 550 Tablet,431,31,available
Glitame-M1000 Tablet,467,140,available
Panmet D Capsule SR,455,45,available
Elicta 1000mcg Injection,142,107,available
Rabefen D 200mg/20mg Capsule SR,418,137,available
Deng 200mg Tablet,38,40,available
Telmis CT 40mg/12.5mg Tablet,331,10,limited
Motoneuron Injection,209,60,available
Broadcure 250mg/250mg Injection,52,236,available
Acipan 80mg Tablet,300,146,available
Chemcef 500mg Tablet,192,46,available
Osmogel Eye Drop,237,166,available
Eurolax 5mg Tablet,15,18,limited
Vicif O 200mg/200mg Tablet,44,141,available
T Cef 125mg Injection,447,43,available
Nuzil 5mg Tablet,322,113,available
Pregabanyl 150 Capsule,258,161,available
Revozip 0.5mg Tablet MD,10,7,limited
Diclogic 75mg Injection,456,101,available
Lamiace 25mg Tablet DT,250,45,available
Acenomac 2 Tablet,379,211,available
Oxip 400mg Tablet,175,19,limited
Kazee 500 Tablet,238,192,available
Puregraf 75IU HP Injection,312,97,available
Egakof-T Syrup,100,280,available
Kofhit Syrup,107,254,available
Liofen Liquid,364,56,available
Soincef 50mg Dry Syrup,183,101,available
Xylanta Suspension,248,121,available
Nephro Mmf 500mg Tablet,252,287,available
Metnum 0.3% Eye Drop,362,139,available
M Roxim CV 500mg/125mg Tablet,406,209,available
Olmact 40mg Tablet,348,85,available
Duobes DS Oral Suspension,90,169,available
Alkarate Liquid,262,69,available
OK OZ 200mg/500mg Tablet,297,53,available
Clindamac 300mg Injection,67,82,available
Vogli-Rapid 0.3/2.0 Tablet,486,205,available
Eecort 6 Tablet,421,65,available
Glimigem M Forte 1mg/1000mg Tablet,100,41,available
Pyre Mef Oral Suspension,235,237,available
Mycodac 360mg Tablet,118,202,available
Azeeta 250mg Tablet,39,163,available
Olicap D 10mg/20mg Capsule,426,232,available
Azithm 250mg Tablet,408,97,available
Novazone T 1000mg/125mg Injection,275,264,available
Carvenol 6.25mg Tablet,377,193,available
Adrib Injection,344,128,available
Hismon LM Syrup,202,285,available
Bptel Beta 40mg/50mg Tablet ER,306,125,available
Nuro One Injection,417,145,available
Closone Ointment,43,52,available
Zuvog Trio 2 Tablet SR,27,69,available
Febu 80mg Tablet,181,126,available
Uricrak 40mg Tablet,255,173,available
Rudoscab 5% Soap,168,133,available
Furent 100mg Tablet,291,122,available
Teradip 2mg Tablet,321,248,available
Medipep 10mg Tablet,400,231,available
Mikarol 100mg Injection,404,83,available
KZL 200mg Tablet,28,38,available
Cfx 50mg Dry Syrup,282,133,available
Dexamaxx 4mg Injection,75,193,available
Iceclob SL Ointment,169,141,available
Rabofive D 10mg/20mg Tablet,42,131,available
Canderm B Cream,50,290,available
Makers Artesunate 60 Injection,149,203,available
Acecdoz P 100mg/325mg Tablet,113,258,available
Nikzole 40 Tablet,484,173,available
Gracepod-O Tablet,461,244,available
Enapra Suspension,327,117,available
Dienoziv 2 Tablet,471,181,available
Influvac Tetra 2022 Vaccine,275,171,available
Edinase-D  Tablet,322,167,available
VALERATE N CREAM,416,24,limited
Troxim-DT 100mg Dry Syrup,322,209,available
Immigen 1000mg/1000mg Injection,453,256,available
Betanex Lotion,345,124,available
Axipram 10mg Tablet,37,197,available
Tolever 450 Tablet SR,168,184,available
Itoden 90mg Tablet,164,160,available
Defloset 6mg Tablet,144,54,available
Diczom Injection,261,266,available
Genoformin G 1mg/500mg Tablet,203,204,available
OXILEPTIN 150 MG TABLET,276,183,available
Itrapid 200 Capsule,263,176,available
Cudworth Capsule SR,26,82,available
Fixit Syrup,141,82,available
Nuflux 40mg Tablet,456,7,limited
Magnacent 150I.U Injection,157,14,limited
Cortypan 16mg Tablet,280,59,available
Dorzone-T Eye Drop,186,82,available
Dehel Suspension,410,88,available
Anfoe 2000IU Injection,102,289,available
Zaclo-G Cream,367,264,available
Coldcag 5mg/325mg/10mg Tablet,223,6,limited
Omenez D 10mg/20mg Capsule,491,215,available
Safepodox 200mg Tablet,216,221,available
Eticort 30 Tablet,46,7,limited
Nicepta Cold Tablet,399,273,available
Espazine 1mg Injection,297,156,available
Triben- B Lotion,221,251,available
Taurdin Plus 10mg/150mg Tablet,462,20,limited
Invasc AT 5mg/50mg Tablet,87,19,limited
Floxit OZ Syrup,394,26,limited
Trimop Forte Tablet,263,150,available
Flodax 50mg Syrup,406,85,available
Alzo 0.5mg Tablet,185,76,available
Q Can 150mg Capsule,14,178,available
Pruwel 2 Tablet,406,10,limited
Voglip MF 500mg/0.2mg Tablet,256,244,available
Olfo OZ Suspension,316,263,available
Terapal 500mg Capsule,150,180,available
Ronygat 200mg Tablet,430,245,available
Quinobid 400mg Tablet,405,78,available
Vitasource D3 600000IU Injection,183,241,available
Egoflox 200mg Tablet,322,203,available
Beta Joy 20mg Tablet,371,100,available
Acriwel-P Oral Suspension,321,274,available
Glimison-M 2 Tablet PR,331,98,available
Ximep 50mg Tablet,313,66,available
Telmitrac H 40mg/12.5mg Tablet,373,62,available
Flamclov 200 mg/28.5 mg Dry Syrup,113,161,available
Prexol 0.25mg Tablet,88,96,available
Eson D 30mg/40mg Capsule SR,31,200,available
Caregesic-P Oral Suspension,17,296,available
Analco 100mg/500mg Tablet,121,222,available
Omyten D 10mg/20mg Capsule,320,225,available
Ecoglim MV 1mg/500mg/0.2mg Tablet SR,229,83,available
Sporacell 200 Capsule,307,225,available
Mucobrex Suspension,401,277,available
Zyrova C 10 Capsule,340,44,available
Rabimix 20mg Injection,241,199,available
Slofen SP 100mg/325mg/15mg Tablet,496,169,available
Zolbend 400mg Tablet,312,13,limited
Vanlid 500mg Tablet,245,114,available
Met XL 3D 50 Tablet,145,179,available
Grampod 100mg Tablet,233,199,available
Crapod 200mg Tablet,496,54,available
Cefigrow OZ 200mg/500mg Tablet,12,18,limited
Lupiderm SA Ointment,81,192,available
Lupicort 40mg Injection,329,276,available
Viltab 500mg/50mg Tablet ER,391,241,available
Lormol T8 Tablet,499,54,available
Megaclox 125mg/125mg Tablet DT,231,287,available
Loyfenac-T 100mg/8mg Tablet,26,72,available
Socon 150mg Tablet,196,133,available
Uner 10mg Tablet,245,89,available
Cloberid Ointment,403,42,available
Linpar Cold Kid Oral Drops,188,244,available
Tugyna MF 500 mg/250 mg Tablet,345,115,available
Conpres 3.125mg Tablet,77,98,available
Urisum 300mg Tablet,495,127,available
Cornate GC Cream,457,256,available
Camcef 1000mg Injection,489,50,available
Ambrolite Levo Syrup,13,150,available
Ndrav 50 Injection,383,214,available
Latur 5mg Tablet,493,239,available
Oripod 50mg Tablet,358,174,available
Olmibid 40mg Tablet,57,165,available
Xynotel 3D 40mg/5mg/12.5mg Tablet,247,181,available
Fexibact 100mg Tablet,140,112,available
Fensys P 100mg/325mg Tablet,97,19,limited
Cefo 3 200mg Tablet DT,281,241,available
Mcef-O Tablet,361,285,available
Fexolex Oral Suspension,322,102,available
Zilsmart 40 Tablet,473,8,limited
Rexipra 20 Tablet,111,56,available
Witrolis 100mg Capsule,51,271,available
Dava Ambro T Syrup,181,68,available
Lobaone 10mg Tablet MD,355,36,available
Kapocold Tablet,406,224,available
Reswas LS Syrup Sugar Free,54,275,available
Kufbest L Syrup,145,225,available
Contramal 50 Injection,50,235,available
Emimark 4mg Tablet MD,204,95,available
Nubeta 2.5 Tablet,111,179,available
Idapride 1mg Tablet,107,27,limited
Arden Plus 400 mg/500 mg Tablet,86,71,available
Ampirok Tablet DT,110,49,available
Keyzol Cream,152,42,available
Olaquiz 15mg Tablet MD,237,119,available
Kaho SP 100mg/325mg/15mg Tablet,405,232,available
Ripron T 4000mg/500mg Injection,478,148,available
Libotryp XL 25 Tablet,30,182,available
Aaltranido O 200mg/500mg Tablet,344,165,available
M-Pred 125 Injection,236,104,available
F 1mg Tablet,219,44,available
Vox O Syrup,196,0,out_of_stock
Fexogod M 10mg/120mg Tablet,269,148,available
Ampoxin Dry syrup,363,1,limited
Clozinc gm Cream,142,287,available
Luflex 1% Cream,435,260,available
Rorvan-AC Capsule,310,193,available
Ceefhap 1000mg Injection,340,96,available
Ofsi 200mg Tablet,399,178,available
Regiso 20 Capsule,103,100,available
Shipan-D Capsule,190,54,available
Nebifid CN 2.5mg/10mg Tablet,207,14,limited
Cipron Drop,148,126,available
Nimble P 100mg/500mg Tablet,173,265,available
Pantogas DSR 30mg/40mg Capsule,135,136,available
